1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Electrical,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSZoning,MasVnrArea,MasVnrType,MiscVal,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,TotalSF,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,MSSubClass_0,MSSubClass_1,MSSubClass_10,MSSubClass_11,MSSubClass_12,MSSubClass_13,MSSubClass_14,MSSubClass_15,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSSubClass_5,MSSubClass_6,MSSubClass_7,MSSubClass_8,MSSubClass_9,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
0.10964083175803403,0.4135593220338983,0.0,1.0,0.375,0.75,0.25,0.17605985037406482,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,0.75,0.0642123287671233,1.0,1.0,0.0,0.75,0.6666666666666666,0.75,0.2,0.0,1.0,0.5,1.0,0.3682795698924731,0.4,1.0,0.6666666666666666,0.6,0.34615384615384615,0.28901491283343833,0.5,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.06280248399195426,0.0,0.1506849315068493,0.0,0.0,0.75,0.1225,0.6666666666666666,0.0,0.625,0.08221024258760108,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.46153846153846156,0.16800785083415112,1.0,0.0,0.9492753623188406,0.8833333333333333,0.22646103896103897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.19491703423650494,0.0,0.0,1.0,0.375,0.75,1.0,0.24389027431421445,0.0,0.6666666666666666,0.8333333333333334,0.0,0.5,0.75,0.12157534246575342,1.0,1.0,0.0,0.75,0.3333333333333333,0.75,0.6,0.25,0.4,0.5,1.0,0.30913978494623656,0.4,1.0,0.6666666666666666,0.6,0.25961538461538464,0.19491703423650494,0.0,1.0,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.072903582815835,0.5,0.20205479452054795,0.0,0.0,0.75,0.0,0.3333333333333333,0.0,0.8333333333333334,0.0,0.875,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.24769381746810598,1.0,0.20926966292134833,0.7536231884057971,0.43333333333333335,0.22219967532467533,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.12308338584331023,0.41937046004842615,0.0,1.0,0.375,0.75,0.5,0.12119700748129676,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,0.75,0.1857876712328767,1.0,1.0,0.0,0.75,0.6666666666666666,0.75,0.6,0.25,1.0,0.5,1.0,0.40860215053763443,0.4,1.0,0.6666666666666666,0.6,0.33974358974358976,0.30497794580970383,0.5,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.08739646373705522,0.0,0.16095890410958905,0.6666666666666666,0.0,0.75,0.10125,0.6666666666666666,0.0,0.625,0.05660377358490566,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.18056918547595682,1.0,0.0,0.9347826086956522,0.8666666666666667,0.24066558441558442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.13169502205419029,0.36610169491525424,0.0,1.0,0.375,1.0,0.25,0.053865336658354114,0.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.0,0.5,0.23116438356164384,1.0,1.0,0.26877470355731226,0.75,0.3333333333333333,0.75,0.8,0.25,0.2,0.25,1.0,0.4314516129032258,0.6,1.0,0.3333333333333333,0.6,0.3301282051282051,0.2904851921865154,0.0,0.75,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.07246440460610107,0.25,0.13356164383561644,0.6666666666666666,0.0,0.75,0.0,0.3333333333333333,0.0,0.7083333333333334,0.04716981132075472,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.38461538461538464,0.14838076545632972,1.0,0.0,0.3115942028985507,0.3333333333333333,0.21702516233766234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.17034236504935937,0.5099273607748184,0.0,1.0,0.5,0.75,0.75,0.1633416458852868,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,0.75,0.20976027397260275,1.0,1.0,0.0,0.75,0.6666666666666666,0.75,0.6,0.25,1.0,0.5,1.0,0.5618279569892473,0.6,1.0,0.6666666666666666,0.6,0.33653846153846156,0.3915143877336694,0.5,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.5,0.11383499196303876,0.5,0.21575342465753425,0.6666666666666666,0.0,0.75,0.21875,0.6666666666666666,0.0,1.0,0.11320754716981132,0.5,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,0.5384615384615384,0.22473012757605496,1.0,0.1348314606741573,0.927536231884058,0.8333333333333334,0.3052962662337662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.09703843730308759,0.27409200968523,0.6299212598425197,1.0,0.125,0.75,0.25,0.1825436408977556,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,0.75,0.0273972602739726,1.0,1.0,0.0,0.75,0.3333333333333333,0.5,0.2,0.0,0.8,0.25,1.0,0.3225806451612903,0.4,1.0,0.3333333333333333,0.6,0.3141025641025641,0.215921024994749,0.5,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.11256137515481032,0.0,0.2191780821917808,0.6666666666666666,0.0,0.75,0.0,0.3333333333333333,0.041176470588235294,0.4583333333333333,0.04043126684636118,0.5,0.4444444444444444,1.0,0.0,0.0,0.0,1.0,0.23076923076923078,0.1562315996074583,1.0,0.028089887640449437,0.8768115942028986,0.75,0.18506493506493507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2856542743121193,0.0,0.0,1.0,0.375,0.75,0.75,0.34139650872817956,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,1.0,0.13570205479452055,1.0,1.0,0.0,0.75,0.6666666666666666,0.75,0.8,0.25,1.0,0.5,1.0,0.4274193548387097,0.4,1.0,0.6666666666666666,0.6,0.34935897435897434,0.2856542743121193,0.0,1.0,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.5,0.07715482788605961,0.0,0.18493150684931506,0.0,0.0,0.75,0.11625,1.0,0.0,0.7916666666666666,0.07681940700808626,0.5,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,0.38461538461538464,0.3309126594700687,1.0,0.17907303370786518,0.9565217391304348,0.9166666666666666,0.3090503246753247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16236084856122662,0.47602905569007264,0.0,1.0,0.375,0.75,0.5,0.214214463840399,0.020969855832241154,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.75,0.09246575342465753,1.0,1.0,0.22529644268774704,0.75,0.3333333333333333,0.75,0.6,0.5,0.4,0.5,1.0,0.32526881720430106,0.4,1.0,0.6666666666666666,0.6,0.25,0.3688300777147658,0.5,1.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.5,0.07977233001607392,0.25,0.20205479452054795,0.6666666666666666,0.0,0.75,0.15,1.0,0.020588235294117647,0.5416666666666666,0.2749326145552561,0.625,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.38461538461538464,0.21727183513248283,1.0,0.16502808988764045,0.7318840579710145,0.38333333333333336,0.29048295454545453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14450745641671917,0.3641646489104116,0.0,1.0,0.25,0.75,0.25,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.5,0.4075342465753425,1.0,0.5,0.2025691699604743,0.75,0.3333333333333333,0.75,0.6,0.5,0.2,0.5,0.8333333333333334,0.31451612903225806,0.4,1.0,0.3333333333333333,0.4,0.11538461538461539,0.30245746691871456,0.0,0.75,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.5,0.04233677941835238,0.0,0.10273972602739725,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.46153846153846156,0.18684985279685967,1.0,0.06320224719101124,0.427536231884058,0.0,0.24269480519480519,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1560596513337534,0.0,0.0,1.0,0.25,0.75,0.25,0.21221945137157108,0.0,1.0,0.8333333333333334,0.3333333333333333,0.0,0.5,0.059931506849315065,1.0,1.0,0.0,0.75,0.3333333333333333,0.75,0.6,0.5,0.2,0.25,1.0,0.13776881720430106,0.2,1.0,0.6666666666666666,1.0,0.14102564102564102,0.1560596513337534,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.05375541287143497,0.25,0.09931506849315068,0.0,0.0,0.75,0.0,0.3333333333333333,0.0,0.125,0.005390835579514825,0.625,0.4444444444444444,1.0,0.0,0.0,0.0,1.0,0.23076923076923078,0.19450441609421001,1.0,0.0,0.4855072463768116,0.0,0.17593344155844157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
